0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
-21.147766175677276,35.51125811426748,121.63877301079948,-8.715937415260573,-42.17211183140433,-15.273556072214365,-21.547193549119438,-0.8936414800260553,-10.827899756346604,5.906887355924997,-22.58415494139094,-11.360989878710626,-6.6776873909097745,-0.38502254846761885,-3.337333312135089,-0.4086615632406398,2.6292109062686926,-5.7116519056415465,16.059234693869332,3.3489354705962127,3.8631832293436132,-4.331444179839175,-0.2750129894890631
189.10726176250037,26.553117054697363,9.880292573289614,49.227831968576666,19.372788982408593,-16.159293249018354,-2.0450793254011383,-2.8859268814878276,-5.271208746362861,-6.3907767219579386,-0.4226239713535919,-2.268408780903431,-2.141368092441335,3.150414149837155,10.386742763549577,-1.3966067185887727,-5.038473885521606,-1.9548554235796471,1.5054255100551026,5.2167114232567515,-1.3847518737526758,0.4276624667340517,1.926259430891211
226.17473328090523,18.49068558721717,7.482771626594248,44.24359760802214,14.505795106855498,-7.71251063370949,-6.3162011544375884,-0.9163600399679572,-6.316091371697679,-9.177494277228064,3.4029931538820897,-1.215802712323438,-1.2891756249821429,7.164126779618791,3.118339193012869,7.774554503581255,-6.250070143309744,-3.0596412208173467,-0.4782029676869541,-0.5443226064114189,-1.3988626497534538,-2.5507024954576023,0.3506591684916235
178.49551272737645,35.16747601783192,-2.078454048267267,33.84765647119573,16.63319604283529,-16.882689501077248,-4.531385502367497,1.3329926149207683,-3.235642185829598,-8.941593132865089,-2.0251957290149845,-0.8381160184260725,-0.842676422019607,2.0229773660286248,8.610618574865773,-2.497598278044051,-4.284296233531494,-6.418100320143014,-2.148654397159231,-1.477674828910724,1.7249449682620013,0.5043665578804685,3.8677298662616235
212.20251462960005,24.766087604234777,8.398303226242664,51.67360389883818,18.28700491684647,-12.447611564078773,-2.987694969019887,-6.453941504617207,-3.330013589685376,-10.877937647945515,-1.3549346153149204,-4.512761309880393,-2.3243930858351645,9.198624869856122,2.3871856755290315,4.839727779769287,-6.724617013600918,-2.447708009917548,-3.50490119398971,3.354188294166198,-3.1353446931766036,-5.032261985825211,-0.35281240906964384
214.91621548139221,21.39665135401905,-5.080278911460017,42.043863681551905,16.850857413147295,-6.305615063523619,-4.661112784280916,-3.3033404594348026,-2.5822925491018505,-5.980297346827557,1.1595887565458092,-0.19646551211440527,-0.02418427372756733,6.201106159782444,2.1720409339939066,3.2767767345319982,-4.295058280921583,-2.7101826085680876,-1.7425068997382378,-0.19507531773607883,-2.6390037220686464,-2.3277623885319625,2.379625622306684
243.3575112122114,25.36581890806628,-9.759880313379345,37.7031025109883,17.07378878358935,-6.014121393585403,-2.428266492626722,-6.038025378717993,-6.299251427903102,-6.879512510296476,1.3057750512437614,-0.6212646730996485,-0.6340241760604806,6.119559431861639,3.7862627415466954,-0.8150144073155984,-2.63185594491319,-2.601881451538062,-1.5701890821974223,0.07267072539590708,-3.1624413325480085,-0.18011608367293186,1.5543902589120016
230.82134840048892,26.534585469328608,-7.170219549687754,37.23591349129688,11.126021636540099,2.0931947950617884,-4.386490187785663,0.7667069284536848,1.1681393082361802,-5.190463974046087,1.46755728155916,-2.205122755635222,-2.566437353109518,1.6619305904178079,6.024690351884784,1.6630471496632937,-1.5235110340895424,-3.478855829911767,-2.906467499645813,-0.3388727083869,-1.8016947345372951,0.29096912669535757,2.506205574245133
240.75155792961954,14.841380476042595,-1.7965135726757546,47.6156924081811,18.42124587229322,-0.39220645459881237,-2.22544684115188,-2.4335423449055926,-2.642299224866946,-6.385939670396804,-1.0051946390115498,-2.289037205076515,0.15384944267942458,5.595702714713986,7.634584970085607,-1.042697590713161,-3.644047166676388,-3.21395972763446,-0.2580954663117041,0.6622273961860791,-2.287267451507703,1.1939597530636965,-0.6891434100428954
-36.25877084797017,2.296661572869179,3.3219379172389645,-51.88254151730288,12.627784382613715,-4.611503711370225,-2.925748981615512,-8.855839202415492,-5.462534319889837,2.3348367977296833,-4.905558928023238,-6.507830232590543,-2.046112730467721,-4.174710019804502,-3.1869502758176345,-0.7612621963518974,-12.965091052425404,0.676089660296723,-4.370057570833034,0.762290370817487,-4.901898629277459,5.5133602173664285,-2.484435349980532
