0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
0.0,146.10858,77.78545,30.384878,0.0,83.56655,0.0,108.043564,0.0,123.7922,0.0,0.0,47.363,11.942766,40.22901,128.6507,14.633365,59.785282,12.216503,0.0,0.0,75.11643,30.795982
22.640863,88.1474,48.77771,106.29993,0.0,63.052036,0.0,77.54788,0.0,42.01559,5.0070214,0.0,84.5216,0.0,85.00333,101.49135,24.093472,47.44685,0.0,68.23457,95.6725,38.291092,0.0
21.601912,64.926155,64.01313,99.524506,0.0,79.85634,0.0,85.6239,0.0,35.447517,5.5310435,0.0,105.57022,0.0,74.52541,93.111015,48.67017,40.055786,0.0,64.636665,98.39575,25.563597,0.0
14.142638,75.8597,41.493515,96.36327,0.0,41.906837,0.0,74.6764,0.0,34.876923,3.9204297,0.0,79.75128,0.0,73.34639,93.46498,21.467731,27.815893,0.0,54.444393,75.59966,47.439342,0.0
29.109745,77.31429,50.51222,110.37642,0.0,76.01358,0.0,74.32378,0.0,33.5721,0.243346,0.0,93.86832,0.0,77.70684,100.02214,38.42716,47.162598,0.0,74.473175,100.75094,32.68614,0.0
24.279488,69.53172,49.796764,90.452614,0.0,69.79355,0.0,79.41666,0.0,32.615215,1.3980619,0.0,78.7887,0.0,78.56073,100.84197,34.455853,35.215252,0.0,61.331825,97.9308,32.30447,0.0
19.659899,81.94306,45.197697,89.0925,0.0,68.5955,0.0,65.93502,0.0,44.99182,0.0,0.0,79.196526,6.0023746,82.68282,102.887,40.399178,43.191853,0.0,66.34394,114.11479,36.70217,0.0
24.872276,50.335224,65.55315,84.86462,0.0,59.5953,0.0,91.69351,0.0,34.61473,9.947421,0.0,74.86202,2.6767132,85.84461,94.05535,26.879457,28.341454,0.0,60.7177,97.76001,31.373892,0.0
17.566717,60.55234,73.284805,99.01197,0.0,58.60225,0.0,99.492256,0.0,45.192596,14.749138,0.0,83.33466,0.0,103.97676,100.33052,26.149963,34.78407,0.0,62.442802,116.90142,30.505472,0.0
25.45431,66.15187,70.35192,39.59108,0.0,11.440807,0.0,0.0,0.0,72.36183,22.388508,0.0,63.844906,22.865902,30.503141,76.899605,85.28012,24.912338,0.0,0.0,14.670818,14.493886,14.145475
